id,imdb_id,title,original_title,runtime,release_date,original_language,Western,Romance,War,Crime,TV Movie,Western,Foreign,History,Thriller,Action,Horror,Fantasy,Animation,Adventure,Mystery,Drama,Family,Music,Comedy,avg_cast_gender,directing_avg_gender,production_avg_gender,writing_avg_gender
25413,tt0037330,The Suspect,The Suspect,85.0,1944,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.4,2.0,,
153102,tt0373653,12 Days of Terror,12 Days of Terror,86.0,2005,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.75,2.0,,2.0
182129,tt0063297,A Midsummer Night's Dream,A Midsummer Night's Dream,124.0,1968,en,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.6363636363636365,2.0,,2.0
85639,tt0048570,Run for Cover,Run for Cover,93.0,1955,en,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9090909090909092,,,2.0
37721,tt1119123,Accidents Happen,Accidents Happen,92.0,2009,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.75,2.0,,2.0
56601,tt0473102,The Perfect Game,The Perfect Game,118.0,2010,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.7857142857142858,2.0,2.0,
57585,tt1578882,Elephant White,Elephant White,91.0,2011,en,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.8571428571428572,2.0,1.8,2.0
91550,tt1634136,Violet & Daisy,Violet & Daisy,88.0,2011,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1.5,1.0,1.5,
62046,tt1541160,Flypaper,Flypaper,87.0,2011,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.7857142857142858,2.0,1.9090909090909092,2.0
70074,tt1308729,Bullet to the Head,Bullet to the Head,92.0,2013,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.6470588235294117,2.0,1.75,2.0
76163,tt1764651,The Expendables 2,The Expendables 2,103.0,2012,en,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.8125,1.3333333333333333,1.9090909090909092,2.0
46020,tt1619880,Sharktopus,Sharktopus,89.0,2010,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.5714285714285714,2.0,1.5,
43546,tt0036628,Bathing Beauty,Bathing Beauty,101.0,1944,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5333333333333334,2.0,2.0,2.0
111607,tt0017540,What Price Glory,What Price Glory,116.0,1926,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,2.0,,2.0
70160,tt1392170,The Hunger Games,The Hunger Games,142.0,2012,en,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.5161290322580645,1.5,1.4,2.0
174593,tt0005529,Blind Justice,Hævnens nat,100.0,1916,da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7142857142857142,2.0,2.0,2.0
59457,tt1216520,Womb,Womb,111.0,2010,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4444444444444444,2.0,,2.0
38264,tt1602500,Fire of Conscience,For lung,106.0,2010,cn,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1.6666666666666667,2.0,2.0,2.0
77381,tt0060543,Intimate Lighting,Intimní osvětlení,71.0,1965,cs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.5,2.0,,2.0
87911,tt0028331,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,76.0,1936,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7777777777777777,2.0,,2.0
49026,tt1345836,The Dark Knight Rises,The Dark Knight Rises,165.0,2012,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.869047619047619,2.0,1.8,2.0
83229,tt0092306,Hovering Over the Water,À Flor do Mar,143.0,1986,pt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0
49040,tt1194173,The Bourne Legacy,The Bourne Legacy,120.0,2012,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.7142857142857142,1.5,1.6,2.0
1254,tt0485241,"Don't Worry, I'm Fine","Je vais bien, ne t'en fais pas",96.0,2006,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,,2.0,
75345,tt1691920,I Melt with You,I Melt with You,129.0,2011,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5454545454545454,2.0,1.75,2.0
58574,tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,129.0,2011,en,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.736842105263158,2.0,1.75,2.0
66150,tt1687247,Life in a Day,Life in a Day,95.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.6666666666666667,
54157,tt0348572,The Cost of Living,Le Coût de la vie,98.0,2003,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6,2.0,,2.0
73448,tt1706596,A Funny Man,Dirch,116.0,2011,da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5555555555555556,,,
25653,tt0190882,Wild Animals,야생동물 보호구역,105.0,1997,ko,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,2.0,,2.0
101173,tt1372686,Coriolanus,Coriolanus,123.0,2011,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.5,2.0
103597,tt1742023,Americano,Americano,105.0,2011,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.3333333333333333,2.0
39287,tt0061024,Stagecoach,Stagecoach,115.0,1966,en,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7777777777777777,2.0,2.0,
22075,tt0295168,Angelus,Angelus,103.0,2001,pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,2.0,,2.0
42450,tt0071788,Macon County Line,Macon County Line,89.0,1974,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8333333333333333,2.0,,2.0
61896,tt1334555,Prom Night in Mississippi,Prom Night in Mississippi,90.0,2009,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,,2.0
83552,tt1667905,This Is Not a Film,این فیلم نیست,75.0,2011,fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,,2.0
125264,tt0043699,Carmen Comes Home,Karumen kokyo ni kaeru,86.0,1951,ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7142857142857142,,,
89456,tt1666168,Outside Satan,Hors Satan,110.0,2011,fr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,2.0,2.0
118204,tt1865357,The Student,El Estudiante,124.0,2011,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,,2.0
17775,tt1113827,Toronto Stories,Toronto Stories,89.0,2008,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1.6666666666666667,1.3333333333333333,1.6666666666666667
70955,tt0436091,Backstage,Backstage,112.0,2005,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.25,1.0,,1.0
20186,tt0872245,Better Things,Better Things,93.0,2008,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,,
99642,tt0310313,A New Life,La vie nouvelle,102.0,2002,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,2.0
123712,tt0082241,"Why Are the Bells Ringing, Mitica?","De ce trag clopotele, Mitică?",132.0,1981,ro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,2.0,,2.0
57157,tt1625346,Young Adult,Young Adult,94.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.3333333333333333,2.0,1.5,1.0
70577,tt1536410,Faces in the Crowd,Faces in the Crowd,102.0,2011,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.5714285714285714,,2.0,
62838,tt1598822,New Year's Eve,New Year's Eve,118.0,2011,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,,1.0
56292,tt1229238,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,133.0,2011,en,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.7142857142857142,2.0,1.8,2.0
74465,tt1389137,We Bought a Zoo,We Bought a Zoo,124.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.5714285714285714,2.0,,2.0
40693,tt0044370,April in Paris,April in Paris,94.0,1952,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7777777777777777,2.0,,2.0
65754,tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,158.0,2011,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.6176470588235294,1.5,1.75,2.0
71469,tt1093357,The Darkest Hour,The Darkest Hour,89.0,2011,en,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.75,2.0,1.5,
45320,tt1459052,Picture Me,Picture Me,88.0,2010,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.5,,
55301,tt1615918,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,87.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1.6363636363636365,2.0,,2.0
73873,tt1602098,Albert Nobbs,Albert Nobbs,113.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4615384615384615,2.0,1.25,1.0
52274,tt1512685,Julia's Eyes,Los ojos de Julia,118.0,2010,es,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.5,1.5,2.0,2.0
51995,tt1251743,Salvation Boulevard,Salvation Boulevard,96.0,2011,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1.625,2.0,1.0,2.0
80038,tt1720616,Friends with Kids,Friends with Kids,100.0,2011,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4166666666666667,1.0,1.5714285714285714,1.0
82203,tt0048119,The Girl in the Red Velvet Swing,The Girl in the Red Velvet Swing,109.0,1955,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7272727272727273,,2.0,2.0
63207,tt1634121,Intruders,Intruders,100.0,2011,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.6363636363636365,2.0,1.5,
25688,tt0040695,Pitfall,Pitfall,86.0,1948,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7,,2.0,2.0
79777,tt1714209,In the Land of Blood and Honey,In the Land of Blood and Honey,127.0,2011,en,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0,1.7142857142857142,1.0
84505,tt0023101,Kongo,Kongo,86.0,1932,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.7,,,2.0
25915,tt0041871,Shockproof,Shockproof,79.0,1949,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,1.0
111100,tt0029940,Boy Meets Girl,Boy Meets Girl,86.0,1938,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.736842105263158,2.0,,
85942,tt0064679,Model Shop,Model Shop,95.0,1969,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,,,1.0
58192,tt0022725,Broken Lullaby,Broken Lullaby,76.0,1932,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5454545454545454,2.0,2.0,2.0
52359,tt0029675,The Toast of New York,The Toast of New York,109.0,1937,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8571428571428572,2.0,,2.0
75315,tt0034269,Texas,Texas,93.0,1941,en,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9714285714285715,2.0,,2.0
2349,tt0366416,Peas at 5:30,Erbsen auf halb 6,107.0,2004,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,2.0,1.5
46641,tt1153053,Today's Special,Today's Special,99.0,2009,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,,,2.0
24986,tt1303833,Sophie's Revenge,Fei chang wan mei,107.0,2009,zh,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.25,,1.0,
24833,tt1328875,Santa Buddies,Santa Buddies,88.0,2009,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8571428571428572,2.0,1.5,1.5
53505,tt1692928,The Last Lions,The Last Lions,88.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,,
45138,tt0065895,Machine Gun McCain,Gli intoccabili,116.0,1969,it,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1.7,2.0,2.0,2.0
48153,tt0070083,The Outside Man,Un homme est mort,104.0,1972,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7272727272727273,,2.0,2.0
36522,tt0047370,Private Hell 36,Private Hell 36,81.0,1954,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7777777777777777,2.0,,1.0
74518,tt1683970,Territories,Territories,95.0,2010,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6666666666666667,,2.0,
59006,tt1682246,Girl Walks Into a Bar,Girl Walks Into a Bar,80.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5384615384615385,2.0,,2.0
53100,tt1656170,Bringing Up Bobby,Bringing Up Bobby,95.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4,1.0,,1.0
118955,tt0055841,The Chapman Report,The Chapman Report,125.0,1962,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.625,,2.0,2.0
72997,tt0023486,Skyscraper Souls,Skyscraper Souls,99.0,1932,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,2.0
82698,tt1954598,Ladies vs Ricky Bahl,Ladies vs Ricky Bahl,140.0,2011,hi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1.3333333333333333,,2.0,2.0
13247,tt0251282,A Muppet Family Christmas,A Muppet Family Christmas,48.0,1987,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.7777777777777777,2.0,2.0,2.0
50393,tt1702433,Kung Fu Panda Holiday,Kung Fu Panda Holiday,21.0,2010,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.8333333333333333,2.0,,
71866,tt1151410,Tanner Hall,Tanner Hall,96.0,2009,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.125,1.0,1.0,1.0
72766,tt1880418,Newlyweds,Newlyweds,85.0,2011,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,2.0,2.0,2.0
76487,tt1560985,The Devil Inside,The Devil Inside,83.0,2012,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.5714285714285714,2.0,1.5,2.0
74523,tt1781781,Born To Race,Born To Race,99.0,2011,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,,2.0,2.0
76785,tt1450330,Roadie,Roadie,95.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.625,2.0,,2.0
77866,tt1524137,Contraband,Contraband,109.0,2012,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.9166666666666667,2.0,1.75,2.0
14163,tt0871510,Chak De! India,Chak De! India,153.0,2007,hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3333333333333333,,2.0,
72821,tt0017119,Mantrap,Mantrap,86.0,1926,en,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7142857142857142,,2.0,
78461,tt1781775,Beneath the Darkness,Beneath the Darkness,96.0,2011,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.625,2.0,,
75301,tt1787660,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,80.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.75,1.0,1.3333333333333333,2.0
112655,tt0029044,Idol of the Crowds,Idol of the Crowds,60.0,1937,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.0,,
63574,tt1710396,Joyful Noise,Joyful Noise,117.0,2012,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5555555555555556,1.5,1.7,2.0
37006,tt0410316,Mi mejor enemigo,Mi mejor enemigo,100.0,2005,es,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2.0,,1.5,2.0
95538,tt1424361,To Die Like a Man,Morrer Como Um Homem,133.0,2009,pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.5,2.0,,2.0
184795,tt0063569,The Sea Gull,The Sea Gull,144.0,1968,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0
62837,tt1564349,Dolphin Tale,Dolphin Tale,113.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.6153846153846154,2.0,2.0,1.0
63498,tt1235830,Chico & Rita,Chico & Rita,94.0,2010,en,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.75,,1.75,
71688,tt1007029,The Iron Lady,The Iron Lady,105.0,2011,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.8,1.0,1.6666666666666667,
39072,tt1219828,Happy Tears,Happy Tears,96.0,2009,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5714285714285714,2.0,,2.0
15346,tt0882969,The Golden Boys,The Golden Boys,97.0,2008,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,,
78182,tt1925421,Elena,Елена,109.0,2011,ru,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,,,
53128,tt1334328,With Heart & Soul,Ψυχή Βαθιά,124.0,2009,el,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,,,
65233,tt1711484,The Conquest,La conquête,105.0,2011,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.8,2.0,,2.0
73066,tt1787758,Mad Bastards,Mad Bastards,94.0,2010,it,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,,2.0
31309,tt0033727,Mr. Bug Goes to Town,Mr. Bug Goes to Town,78.0,1941,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.8571428571428572,2.0,2.0,
35156,tt1176727,The End of the Line,The End of the Line,85.0,2009,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,,
72721,tt1556190,Nostalgia for the Light,Nostalgia de la luz,90.0,2010,es,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,,2.0
72842,tt1541149,Albatross,Albatross,90.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,
79465,tt1568337,Loosies,Loosies,89.0,2012,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,2.0,,2.0
57829,tt1324055,The Mill and the Cross,Młyn i krzyż,92.0,2011,pl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0
42157,tt0081280,One Trick Pony,One Trick Pony,98.0,1980,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.6666666666666667,
57353,tt1446147,Cat Run,Cat Run,102.0,2011,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.7272727272727273,2.0,,
47383,tt1529252,The Man Next Door,El hombre de al lado,110.0,2009,es,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.5,,2.0,
38541,tt1535616,The Divide,The Divide,112.0,2011,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.0,2.0
52520,tt1496025,Underworld: Awakening,Underworld: Awakening,88.0,2012,en,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.8148148148148149,1.6666666666666667,1.8181818181818181,1.8333333333333333
75174,tt1601913,The Grey,The Grey,117.0,2012,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.8461538461538463,2.0,1.8888888888888888,2.0
49527,tt1568338,Man on a Ledge,Man on a Ledge,102.0,2012,en,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.6363636363636365,,1.4,2.0
55741,tt1726738,Sacrifice,Sacrifice,128.0,2010,zh,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1.8571428571428572,2.0,,2.0
124210,tt0080739,First Family,First Family,97.0,1980,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.875,1.0,1.5,
37038,tt0054614,All Night Long,All Night Long,91.0,1962,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.7142857142857142,2.0,,2.0
72313,tt0047041,Gorilla at Large,Gorilla at Large,83.0,1954,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.8,2.0,2.0,2.0
8368,tt1031243,The Garden of Eden,The Garden of Eden,111.0,2008,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,,2.0
60938,tt0049856,Time Without Pity,Time Without Pity,85.0,1957,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.6,2.0,2.0,
58194,tt1550524,White Irish Drinkers,White Irish Drinkers,109.0,2011,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,,2.0
70435,tt1506999,Haywire,Haywire,93.0,2011,en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.9,2.0,1.8571428571428572,
66118,tt1821362,Case départ,Case départ,94.0,2011,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8,2.0,,2.0
26283,tt0044825,The Las Vegas Story,The Las Vegas Story,88.0,1952,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.0,,2.0
260064,tt0044938,My Man and I,My Man and I,99.0,1952,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7142857142857142,2.0,2.0,
105548,tt0024539,Secrets,Secrets,83.0,1933,en,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5454545454545454,2.0,1.0,1.0
110139,tt0053441,Westbound,Westbound,69.0,1959,en,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,2.0,2.0,
94741,tt0069989,The Don Is Dead,The Don Is Dead,106.0,1973,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8666666666666667,,2.0,2.0
31337,tt0780002,Contact High,Contact High,98.0,2009,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,,2.0
65760,tt0896872,The Whistleblower,The Whistleblower,112.0,2010,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7333333333333334,,1.2,
75579,tt0118915,Dad Savage,Dad Savage,104.0,1998,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.8333333333333333,,2.0,
45971,tt0030996,You and Me,You and Me,90.0,1938,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6923076923076923,2.0,2.0,1.5
15044,tt0995036,Einstein and Eddington,Einstein and Eddington,90.0,2008,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,
34179,tt1442571,14 Blades,Jin Yi Wei,114.0,2010,zh,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.8571428571428572,2.0,,2.0
32831,tt0062767,"Buona Sera, Mrs. Campbell","Buona Sera, Mrs. Campbell",108.0,1968,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,,2.0
42990,tt0057069,40 Pounds of Trouble,40 Pounds of Trouble,106.0,1962,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,2.0,,
65892,tt1747924,My Future Boyfriend,My Future Boyfriend,73.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,2.0,,
78450,tt0091355,The Terrorizers,恐怖份子,109.0,1986,zh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,,2.0
82321,tt1695405,The Loneliest Planet,The Loneliest Planet,113.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1.0,,1.0
96888,tt1978447,Policeman,Ha-shoter,105.0,2011,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,,,
86732,tt0067467,Red Psalm,Még kér a nép,87.0,1972,hu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,,,
86081,tt0005960,Regeneration,Regeneration,72.0,1915,en,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,,2.0
123690,tt0290423,The Afternoon of a Torturer,După-amiaza unui torționar,76.0,2001,ro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,2.0,,2.0
63230,tt0069027,We Won't Grow Old Together,Nous ne vieillirons pas ensemble,110.0,1972,fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,2.0,2.0,2.0
62564,tt1650407,"Turn Me On, Dammit!","Få meg på, for faen",76.0,2011,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.3333333333333333,,2.0,
