year,title,imdb_id,id,rating,runtime,release_date,original_language,Western,Romance,War,Crime,TV Movie,Foreign,History,Thriller,Action,Horror,Fantasy,Animation,Adventure,Mystery,Drama,Family,Music,Comedy,avg_cast_gender,directing_avg_gender,production_avg_gender,writing_avg_gender,original_title
2004,Blade: Trinity,0359013,7926,3,123,2004,en,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1.7058823529411764,1.5,1.75,2.0,Blade: Trinity
2004,"Edukators, The",0408777,7944,3,127,2004,de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667,2.0,2.0,2.0,Die fetten Jahre sind vorbei
2004,"Passion of the Christ, The",0335345,8132,3,127,2004,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,1.8333333333333333,2.0,The Passion of the Christ
2004,In my country,0349260,8680,3,103,2004,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8,2.0,1.6666666666666667,1.0,Country of My Skull
2004,Soul Plane,0367085,9120,3,86,2004,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4583333333333333,1.0,2.0,2.0,Soul Plane
2004,Walking Tall,0351977,9323,1,86,2004,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.5714285714285714,2.0,1.5294117647058822,2.0,Walking Tall
2004,Confessions of Teenage Drama Queen,0361467,9480,3,89,2004,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2857142857142858,1.0,2.0,1.0,Confessions of a Teenage Drama Queen
2004,EuroTrip,0356150,9527,1,93,2004,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5789473684210529,2.0,1.75,2.0,EuroTrip
2004,Tremors 4: The Legend Begins,0334541,10362,3,101,2004,en,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.9,2.0,1.6666666666666667,2.0,Tremors 4: The Legend Begins
2004,Thunderbirds,0167456,10383,3,95,2004,en,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1.736842105263158,2.0,1.5,2.0,Thunderbirds
2004,Garfield,0356634,10736,0,80,2004,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.6666666666666667,2.0,2.0,2.0,Garfield
2004,"Motorcycle Diaries, The",0318462,10865,1,126,2004,es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,2.0,1.6666666666666667,2.0,Diarios de motocicleta
2004,Hotel Rwanda,0395169,10895,2,121,2004,en,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.8571428571428572,1.5,1.625,2.0,Hotel Rwanda
2004,Seed of Chucky,0387575,11061,3,87,2004,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.75,2.0,2.0,2.0,Seed of Chucky
2005,Batman Begins,0372784,40,1,140,2005,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8571428571428572,2.0,1.5,2.0,Batman Begins
2005,Sin City,0401792,67,3,124,2005,en,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.7209302325581397,1.75,1.3636363636363635,2.0,Sin City
2005,"Hitchhiker&#39;s Guide to the Galaxy, The",0371724,76,1,109,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.8421052631578947,2.0,1.8,2.0,The Hitchhiker's Guide to the Galaxy
2005,V for Vendetta,0434409,89,3,132,2006,en,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.8095238095238095,2.0,1.5,1.0,V for Vendetta
2005,Robots,0358082,99,1,91,2005,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.7647058823529411,2.0,2.0,2.0,Robots
2005,Walk the Line,0358273,168,3,136,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.6206896551724137,1.6666666666666667,1.5,2.0,Walk the Line
2005,Serenity,0379786,204,3,119,2005,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.6470588235294117,2.0,1.5,2.0,Serenity
2005,Assault on Precinct 13,0398712,218,3,109,2005,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.85,2.0,1.7777777777777777,2.0,Assault on Precinct 13
2005,Kiss Kiss Bang Bang,0373469,229,1,103,2005,en,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.3529411764705883,2.0,1.4,2.0,Kiss Kiss Bang Bang
2005,Jarhead,0418763,250,0,125,2005,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9375,2.0,2.0,2.0,Jarhead
2005,Herbie Fully Loaded,0400497,328,3,101,2005,en,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1.7333333333333334,1.3333333333333333,1.7142857142857142,2.0,Herbie Fully Loaded
2005,Joyeux No&euml;l,0424205,330,0,116,2005,fr,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.9090909090909092,2.0,1.3333333333333333,2.0,Joyeux Noël
2005,"Descent, The",0435625,379,3,99,2005,en,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.2857142857142858,2.0,2.0,2.0,The Descent
2005,Thank You for Smoking,0427944,414,1,92,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.6571428571428573,1.6666666666666667,1.75,2.0,Thank You for Smoking
2005,Hard Candy,0424136,415,3,103,2005,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.25,2.0,1.8,2.0,Hard Candy
2005,"Good Night, and Good Luck.",0433383,420,1,93,2005,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.7894736842105263,2.0,1.7142857142857142,2.0,"Good Night, and Good Luck."
2005,"Island, The",0399201,517,3,136,2005,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.6451612903225807,1.5,1.75,2.0,The Island
2005,Brick,0393109,561,1,110,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.6666666666666667,2.0,2.0,2.0,Brick
2005,Star Wars: Episode III - Revenge of the Sith,0121766,674,1,140,2005,en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8387096774193548,2.0,1.5,2.0,Star Wars: Episode III - Revenge of the Sith
2005,North Country,0395972,756,3,126,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4705882352941178,1.0,1.6666666666666667,1.5,North Country
2005,Oliver Twist,0380599,788,1,130,2005,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.818181818181818,2.0,1.75,2.0,Oliver Twist
2005,"40 Year Old Virgin, The",0405422,816,3,116,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3492063492063493,2.0,2.0,2.0,The 40 Year Old Virgin
2005,"Skeleton Key, The",0397101,825,3,104,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1.3076923076923077,2.0,1.625,2.0,The Skeleton Key
2005,Casanova,0402894,914,3,112,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6666666666666667,2.0,1.5,1.5,Casanova
2005,"Legend of Zorro, The",0386140,1059,1,129,2005,en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.7692307692307692,2.0,1.7142857142857142,2.0,The Legend of Zorro
2005,War of the Worlds,0407304,1072,3,116,2005,en,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.72,1.5,1.2,2.0,War of the Worlds
2005,Miss Congeniality 2: Armed &amp; Fabulous,0385307,1074,3,115,2005,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.5,2.0,1.5,1.3333333333333333,Miss Congeniality 2: Armed and Fabulous
2005,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",0363771,1470,3,143,2005,en,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.65,2.0,2.0,1.75,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2005,Factotum,0417658,1422,1,94,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,2.0,2.0,Factotum
2005,Saw II,0432348,1425,3,92,2005,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6363636363636365,2.0,1.8,2.0,Saw II
2005,Angel-A,0473753,1275,0,91,2005,fr,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.625,2.0,2.0,2.0,Angel-A
2005,Doom,0419706,1149,1,105,2005,en,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1.9090909090909092,2.0,2.0,2.0,Doom
2005,Kingdom of Heaven,0320661,1150,0,144,2005,en,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.8125,1.5,1.5,2.0,Kingdom of Heaven
2005,"New World, The",0402399,1532,3,135,2005,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.9166666666666667,2.0,1.4,2.0,The New World
2005,Corpse Bride,0121164,1390,3,77,2005,en,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.7272727272727273,2.0,1.5,1.6666666666666667,Corpse Bride
2005,Just Like Heaven,0425123,1396,3,95,2005,en,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.5384615384615383,2.0,1.6,1.6666666666666667,Just Like Heaven
2005,AEon Flux,0402022,1627,3,93,2005,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.64,1.0,1.5,2.0,Æon Flux
2005,"Constant Gardener, The",0387131,1642,3,129,2005,en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.6923076923076923,2.0,1.4285714285714286,2.0,The Constant Gardener
2005,In Her Shoes,0388125,1656,3,130,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,2.0,1.6,1.0,In Her Shoes
2005,"Squid and the Whale, The",0367089,1729,2,81,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5333333333333334,2.0,1.625,2.0,The Squid and the Whale
2005,Sky High,0405325,1819,3,100,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.588235294117647,1.5,1.6666666666666667,2.0,Sky High
2005,"Jacket, The",0366627,1872,2,103,2005,en,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.65,2.0,1.7777777777777777,2.0,The Jacket
2005,"Adventures of Sharkboy and Lavagirl 3-D, The",0424774,1907,1,92,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.7142857142857142,1.6666666666666667,1.3636363636363635,2.0,The Adventures of Sharkboy and Lavagirl
2005,Danny the dog,0342258,1913,1,103,2005,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7692307692307692,2.0,1.8571428571428572,2.0,Unleashed
2005,Brokeback Mountain,0388795,2037,2,134,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4545454545454546,2.0,1.0,1.5,Brokeback Mountain
2005,Lord of War,0399295,2072,2,122,2005,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8888888888888888,2.0,1.8333333333333333,2.0,Lord of War
2005,Me and You and Everyone We Know,0415978,2233,3,90,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.2857142857142858,1.0,1.4,1.0,Me and You and Everyone We Know
2005,Wedding Crashers,0396269,2270,3,119,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,2.0,1.75,2.0,Wedding Crashers
2005,Red Eye,0421239,2290,3,85,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.4444444444444444,1.5,1.4285714285714286,2.0,Red Eye
2005,Shopgirl,0338427,2291,2,104,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4,2.0,1.6,2.0,Shopgirl
2005,Domino,0421054,2292,3,127,2005,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.55,1.5,1.6666666666666667,2.0,Domino
2005,Kinky Boots,0434124,2293,3,107,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5384615384615383,2.0,1.6666666666666667,2.0,Kinky Boots
2005,Harry Potter and the Goblet of Fire,0330373,2334,1,157,2005,en,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.7272727272727273,2.0,1.5,1.5,Harry Potter and the Goblet of Fire
2005,Cinderella Man,0352248,2351,2,144,2005,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.8409090909090908,2.0,1.4,2.0,Cinderella Man
2005,Happy Endings,0361693,2398,3,128,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5714285714285714,2.0,1.5,2.0,Happy Endings
2005,Rent,0294870,2412,3,135,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6153846153846154,2.0,1.6666666666666667,2.0,Rent
2005,Charlie and the Chocolate Factory,0367594,2417,3,115,2005,en,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1.608695652173913,1.5,1.8571428571428572,2.0,Charlie and the Chocolate Factory
2005,Flightplan,0408790,2509,3,98,2005,en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.4666666666666666,1.5,1.5,2.0,Flightplan
2005,Fun with Dick and Jane,0369441,2518,3,90,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6153846153846154,2.0,1.4444444444444444,2.0,Fun with Dick and Jane
2005,Dark Water,0382628,2522,3,105,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.4166666666666667,2.0,1.4,2.0,Dark Water
2005,Fantastic Four,0120667,2541,1,106,2005,en,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1.736842105263158,2.0,1.9090909090909092,2.0,Fantastic Four
2005,Coach Carter,0393162,2575,3,136,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6,2.0,1.5714285714285714,2.0,Coach Carter
2005,Tideland,0410764,2630,3,120,2005,en,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.5,2.0,1.75,2.0,Tideland
2005,Dear Wendy,0342272,2687,1,105,2005,en,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.75,2.0,1.25,2.0,Dear Wendy
2005,Hoodwinked!,0443536,2739,3,80,2005,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.8666666666666667,2.0,1.75,2.0,Hoodwinked!
2005,L&#39;empire des loups,0402158,3046,3,128,2005,fr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.625,2.0,2.0,2.0,L'Empire des loups
2005,Madagascar,0351283,3149,0,86,2005,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.8888888888888888,2.0,1.0,2.0,Madagascar
2005,Isolation,0446719,3184,1,95,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6666666666666667,2.0,1.6666666666666667,2.0,Isolation
2005,Memoirs of a Geisha,0397535,3237,3,145,2005,en,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.4444444444444444,2.0,1.4,1.0,Memoirs of a Geisha
2005,Hustle &amp; Flow,0410097,3246,3,116,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5555555555555556,1.5,1.4,2.0,Hustle & Flow
2005,Mr. &amp; Mrs. Smith,0356910,3619,2,120,2005,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1.4166666666666667,2.0,1.875,2.0,Mr. & Mrs. Smith
2005,"Devil&#39;s Rejects, The",0395584,3628,3,107,2005,en,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.64,2.0,1.8333333333333333,2.0,The Devil's Rejects
2005,"Ring Two, The",0377109,3660,3,110,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.3571428571428572,1.5,1.5,2.0,The Ring Two
2005,Constantine,0360486,3697,1,121,2005,en,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1.6875,2.0,1.818181818181818,2.0,Constantine
2005,Hostel,0450278,3698,1,94,2005,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.75,2.0,1.8571428571428572,2.0,Hostel
2005,"Wedding Date, The",0372532,3767,3,88,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1.0,1.5,1.0,The Wedding Date
2005,Capote,0379725,3991,3,114,2005,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,2.0,1.3333333333333333,2.0,Capote
2005,Match Point,0416320,4077,3,124,2005,en,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.6153846153846154,2.0,1.5555555555555556,2.0,Match Point
2005,Must Love Dogs,0417001,4150,2,98,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4705882352941178,2.0,1.5,2.0,Must Love Dogs
2005,Stealth,0382992,4233,1,121,2005,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7142857142857142,2.0,1.4545454545454546,2.0,Stealth
2005,Pride and Prejudice,0414387,4254,3,135,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3888888888888888,2.0,1.75,1.0,Pride & Prejudice
2005,"Proposition, The",0421238,5455,1,104,2005,en,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.9090909090909092,2.0,1.7,2.0,The Proposition
2005,"Fog, The",0432291,4386,3,100,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6,2.0,1.625,1.5,The Fog
2005,Munich,0408306,4518,1,164,2005,en,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1.6470588235294117,2.0,1.6,2.0,Munich
2005,"Exorcism of Emily Rose, The",0404032,4528,3,122,2005,en,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.588235294117647,1.25,1.75,2.0,The Exorcism of Emily Rose
2005,"Three Burials of Melquiades Estrada, The",0419294,4629,3,121,2005,en,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.75,1.5,1.8,2.0,The Three Burials of Melquiades Estrada
2005,Cursed,0257516,4676,3,97,2005,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5714285714285714,1.5,1.6,2.0,Cursed
2005,Paradise Now,0445620,4724,1,90,2005,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.6666666666666667,2.0,2.0,2.0,Paradise Now
2005,"Amityville Horror, The",0384806,4688,3,90,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.625,2.0,2.0,2.0,The Amityville Horror
2005,White Noise,0375210,4769,1,101,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.5,2.0,1.8571428571428572,2.0,White Noise
2005,Keeping Mum,0444653,4798,3,103,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6842105263157894,2.0,1.0,2.0,Keeping Mum
2005,Transporter 2,0388482,4795,1,87,2005,en,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.75,2.0,2.0,2.0,Transporter 2
2005,Boogeyman,0357507,4968,2,89,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1.4545454545454546,2.0,1.75,2.0,Boogeyman
2005,Lords of Dogtown,0355702,5103,2,107,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.736842105263158,1.0,2.0,2.0,Lords of Dogtown
2005,Zathura: A Space Adventure,0406375,5112,0,101,2005,en,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.9090909090909092,2.0,1.75,2.0,Zathura: A Space Adventure
2005,Urban Legends: Bloody Mary,0451957,5463,3,93,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.5,1.0,1.0,2.0,Urban Legends: Bloody Mary
2005,Romance &amp; Cigarettes,0368222,5524,3,105,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,2.0,2.0,2.0,Romance & Cigarettes
2005,Fr&aacute;giles (Fragile),0422272,5747,3,101,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.2857142857142858,1.5,1.75,2.0,Frágiles
2005,A History of Violence,0399146,5800,3,96,2005,en,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8461538461538465,2.0,1.8333333333333333,2.0,A History of Violence
2005,Rinne,0456630,6121,3,96,2005,ja,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.625,2.0,2.0,2.0,輪廻
2005,"Prize Winner of Defiance, Ohio, The",0406158,6212,3,99,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.625,1.0,1.8,1.0,"The Prize Winner of Defiance, Ohio"
2005,"Longest Yard, The",0398165,6403,1,113,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.9310344827586208,1.5,1.818181818181818,2.0,The Longest Yard
2005,Little Manhattan,0412922,6485,3,84,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.625,2.0,1.75,1.0,Little Manhattan
2005,"Pacifier, The",0395699,6503,3,95,2005,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1.3902439024390243,2.0,1.8571428571428572,2.0,The Pacifier
2005,House of Wax,0397065,6568,2,113,2005,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6363636363636365,2.0,1.6,2.0,House of Wax
2005,Monster-in-Law,0369735,6575,0,101,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.375,2.0,1.5,1.0,Monster-in-Law
2005,Elektra,0357277,6640,3,97,2005,en,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.7647058823529411,2.0,1.75,2.0,Elektra
2005,Chicken Little,0371606,7193,1,81,2005,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.8888888888888888,2.0,1.75,2.0,Chicken Little
2005,Wolf Creek,0416315,7198,3,99,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6,2.0,2.0,2.0,Wolf Creek
2005,"Perfect Man, The",0380623,7529,3,100,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.3,2.0,2.0,1.0,The Perfect Man
2005,Four Brothers,0430105,7539,1,109,2005,en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7857142857142858,1.5,1.75,2.0,Four Brothers
2005,Cry_Wolf,0384286,7625,3,90,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6153846153846154,2.0,1.6666666666666667,2.0,Cry_Wolf
2005,Kronk&#39;s New Groove,0401398,8139,3,72,2005,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.7777777777777777,2.0,2.0,2.0,Kronk's New Groove
2005,"Producers, The",0395251,8390,0,134,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6428571428571428,1.0,1.5,2.0,The Producers
2005,Where the Truth Lies,0373450,8476,3,107,2005,en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.4666666666666666,1.5,2.0,2.0,Where the Truth Lies
2005,Stay,0371257,8532,1,99,2005,en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.5,2.0,2.0,2.0,Stay
2005,Say Uncle,0401385,8550,2,91,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4285714285714286,2.0,2.0,2.0,Say Uncle
2005,Wallace &amp; Gromit: The Curse of the Were-Rabbit,0312004,9092,1,85,2005,en,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1.7857142857142858,2.0,1.6666666666666667,2.0,The Curse of the Were-Rabbit
2005,Survival Island,0377309,9745,2,95,2005,en,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1.6666666666666667,2.0,1.8,2.0,Three
2005,Santa&#39;s Slay,0393685,10312,3,78,2005,en,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.7,2.0,1.875,2.0,Santa's Slay
2005,"Family Stone, The",0356680,10422,3,103,2005,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4444444444444444,2.0,1.5,2.0,The Family Stone
2005,Cheaper by the Dozen 2,0452598,10836,2,94,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.681818181818182,2.0,1.75,2.0,Cheaper by the Dozen 2
2005,THE MATADOR,0365485,11050,1,96,2005,en,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1.75,2.0,1.7222222222222223,2.0,The Matador
2005,"Upside of Anger, The",0365885,11304,3,118,2005,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4166666666666667,2.0,2.0,2.0,The Upside of Anger
2006,Idiocracy,0387808,10,1,84,2006,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.75,2.0,2.0,2.0,Idiocracy
2006,Pirates of the Caribbean: Dead Man&#39;s Chest,0383574,167,2,151,2006,en,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1.8666666666666667,2.0,1.8333333333333333,2.0,Pirates of the Caribbean: Dead Man's Chest
2006,Penelope,0472160,171,3,103,2006,en,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7692307692307692,2.0,1.6666666666666667,1.0,Penelope
2006,"Pursuit of Happyness, The",0454921,198,0,117,2006,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8636363636363635,2.0,1.8333333333333333,2.0,The Pursuit of Happyness
2006,"Holiday, The",0457939,215,3,136,2006,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5238095238095235,1.0,1.5,1.0,The Holiday
2006,Casino Royale,0381061,221,1,144,2006,en,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.8055555555555556,2.0,1.5,2.0,Casino Royale
2006,Crank,0479884,289,0,88,2006,en,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.9166666666666667,2.0,1.7692307692307692,2.0,Crank
2006,Marie Antoinette,0422720,290,3,123,2006,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.5714285714285714,1.0,1.5714285714285714,1.0,Marie Antoinette
